ip.proto,frame.len,tcp.flags,inter_packet_time,is_external
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,54,16,9.100000000006325e-05,1
6,1514,16,0.00039400000000000546,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,54,16,0.00012999999999996348,1
6,54,16,9.300000000000974e-05,1
6,1514,16,0.0003389999999999782,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,1514,16,0.0,0
6,1252,24,0.0,0
6,54,16,0.00012900000000004574,1
6,54,16,8.599999999991947e-05,1
6,54,16,0.0042600000000000415,1
6,383,24,0.02474900000000002,1
6,201,24,0.0009819999999999274,0
6,406,24,0.0006140000000000034,1
6,1571,24,0.00012500000000004174,1
6,60,16,0.0004349999999999632,0
6,201,24,0.0008850000000000247,0
6,383,24,0.0011539999999999884,1
6,201,24,0.004395000000000038,0
6,383,24,0.021585999999999994,1
6,315,24,0.0009339999999999904,0
6,383,24,0.0017009999999999525,1
6,201,24,0.0008620000000000294,0
6,405,24,0.0005049999999999777,1
6,275,24,6.900000000009676e-05,1
6,60,16,0.0005059999999998954,0
6,201,24,0.0002540000000000875,0
6,383,24,0.0004609999999999337,1
6,315,24,0.0004570000000000407,0
6,383,24,0.0005340000000000344,1
6,201,24,0.0004489999999999217,0
6,405,24,0.00047799999999997844,1
6,259,24,7.300000000010076e-05,1
6,60,16,0.0004989999999999162,0
6,201,24,0.0002510000000000012,0
6,383,24,0.00045200000000000795,1
6,315,24,0.000516000000000072,0
6,383,24,0.0005479999999999929,1
6,201,24,0.0006119999999999459,0
6,383,24,0.0004979999999999984,1
6,201,24,0.000512000000000068,0
6,405,24,0.0005519999999999969,1
6,339,24,9.999999999998899e-05,1
6,60,16,0.0004809999999999537,0
6,201,24,0.0003260000000000485,0
6,383,24,0.018819999999999948,1
6,315,24,0.0009400000000000519,0
6,383,24,0.0006229999999999292,1
6,201,24,0.0007530000000000037,0
6,383,24,0.0004450000000000287,1
6,201,24,0.0006319999999999659,0
6,405,24,0.002547000000000077,1
6,499,24,7.399999999990747e-05,1
6,60,16,0.0005140000000000144,0
6,201,24,0.0004210000000000047,0
6,383,24,0.007942000000000005,1
6,315,24,0.0005530000000000257,0
6,383,24,0.0005399999999999849,1
6,201,24,0.0005150000000000432,0
6,406,24,0.00048799999999993293,1
6,1155,24,0.00011600000000000499,1
6,60,16,0.0004589999999999872,0
6,201,24,0.0012950000000000461,0
6,383,24,0.0005089999999999817,1
6,331,24,0.007457000000000047,0
6,383,24,0.0009109999999999951,1
6,201,24,0.0007589999999999542,0
6,405,24,0.0005430000000000712,1
6,227,24,9.299999999989872e-05,1
6,60,16,0.0006900000000000794,0
6,201,24,0.0006279999999999619,0
6,383,24,0.0011240000000000139,1
6,201,24,0.010769000000000029,0
6,383,24,0.019907000000000008,1
6,1514,16,0.02266199999999996,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,407,24,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,16,0.0,0
6,1514,24,0.0,0
6,54,16,0.00016499999999997073,1
6,54,16,0.00010100000000001774,1
6,1514,16,8.900000000000574e-05,0
6,1514,24,0.0,0
6,54,16,1.799999999996249e-05,1
6,744,24,0.00022500000000003073,0
6,54,16,1.0999999999983245e-05,1
6,383,24,0.0008740000000000414,1
6,201,24,0.0005539999999999434,0
6,383,24,0.0004170000000000007,1
6,201,24,0.0004870000000000152,0
6,405,24,0.0011980000000000324,1
6,307,24,5.999999999994898e-05,1
6,60,16,0.00050400000000006,0
6,201,24,0.00030399999999997096,0
6,383,24,0.019318000000000057,1
6,201,24,0.0011439999999999229,0
6,383,24,0.029974000000000056,1
6,201,24,0.0010359999999999259,0
6,54,16,0.04499200000000003,1
6,383,24,0.0011729999999999796,1
6,201,24,0.0009750000000000592,0
6,54,16,0.044752000000000014,1
6,383,24,0.0007399999999999629,1
6,201,24,0.0013399999999998968,0
6,54,16,0.04476100000000005,1
6,383,24,0.01677200000000001,1
6,201,24,0.0012849999999999806,0
6,54,16,0.04459500000000016,1
6,383,24,0.03442999999999996,1
6,201,24,0.001086999999999838,0
6,54,16,0.042573000000000194,1
6,383,24,0.033830999999999944,1
6,201,24,0.0010399999999999299,0
6,54,16,0.04312700000000014,1
6,383,24,0.04900799999999994,1
6,201,24,0.0009250000000000647,0
6,54,16,0.043834999999999846,1
6,383,24,0.04810899999999996,1
6,201,24,0.0010820000000000274,0
6,54,16,0.044560000000000155,1
6,383,24,0.9694499999999997,1
6,201,24,0.0009390000000002452,0
6,54,16,0.04530300000000009,1
6,383,24,1.063094,1
6,201,24,0.0010710000000000441,0
6,54,16,0.04519699999999993,1
6,383,24,1.1584340000000002,1
6,201,24,0.000866999999999507,0
6,54,16,0.04382100000000033,1
6,383,24,1.2662680000000002,1
6,201,24,0.0009730000000001127,0
6,54,16,0.04519299999999937,1
6,383,24,1.3603930000000002,1
6,201,24,0.000912000000000468,0
6,54,16,0.044961999999999946,1
6,383,24,1.469345999999999,1
6,201,24,0.0008930000000013649,0
6,54,16,0.045382999999999285,1
6,383,24,1.563485,1
6,201,24,0.0009300000000003195,0
6,54,16,0.04497800000000041,1
6,383,24,1.6702089999999998,1
6,201,24,0.0010300000000000864,0
6,54,16,0.045211999999999364,1
6,383,24,1.7663790000000006,1
6,201,24,0.0011399999999994748,0
6,54,16,0.044950000000000045,1
6,383,24,1.8602130000000017,1
6,201,24,0.0009719999999973084,0
6,54,16,0.04505200000000187,1
6,383,24,1.9693989999999992,1
6,201,24,0.000869000000001563,0
6,54,16,0.045356999999999204,1
6,383,24,2.0633199999999974,1
6,201,24,0.0010290000000026112,0
6,54,16,0.045048999999998784,1
6,383,24,2.157109000000002,1
6,201,24,0.0009159999999965862,0
6,54,16,0.04507300000000214,1
6,383,24,2.2664720000000003,1
6,201,24,0.0008960000000008961,0
6,54,16,0.045204999999999274,1
6,383,24,2.35999,1
6,201,24,0.000890999999999309,0
6,54,16,0.04534299999999902,1
6,383,24,2.4695800000000006,1
6,201,24,0.0010340000000006455,0
6,54,16,0.044958000000001164,1
6,383,24,2.563797000000001,1
6,201,24,0.0010270000000005552,0
6,54,16,0.04454199999999986,1
6,383,24,2.657164999999999,1
6,201,24,0.0008219999999994343,0
6,54,16,0.04517299999999835,1
6,383,24,2.7667259999999985,1
6,201,24,0.001049000000001854,0
6,54,16,0.044719999999998095,1
6,383,24,2.860038000000003,1
6,201,24,0.0009039999999984616,0
6,54,16,0.04529399999999839,1
6,383,24,2.9694670000000016,1
6,201,24,0.0009250000000022851,0
6,54,16,0.0453899999999976,1
6,383,24,3.0629849999999976,1
6,201,24,0.0008900000000053865,0
6,54,16,0.04533199999999482,1
6,383,24,3.157003000000003,1
6,201,24,0.00086199999999792,0
6,54,16,0.04530600000000362,1
6,383,24,3.2664019999999994,1
6,201,24,0.0008959999999973434,0
6,54,16,0.04528100000000279,1
6,383,24,3.3602709999999973,1
6,201,24,0.0008419999999986771,0
6,54,16,0.04505800000000448,1
6,383,24,3.469487000000001,1
6,201,24,0.0009119999999995798,0
6,54,16,0.045192999999997596,1
6,383,24,3.577823000000002,1
6,201,24,0.0009090000000000487,0
6,54,16,0.04522099999999796,1
6,383,24,3.6568750000000065,1
6,201,24,0.0020259999999865386,0
6,54,16,0.04416900000001078,1
6,383,24,3.7663659999999908,1
6,201,24,0.0009100000000046293,0
6,54,16,0.04524399999999673,1
6,383,24,3.86022100000001,1
6,201,24,0.0010589999999979227,0
6,54,16,0.04493999999999687,1
6,383,24,3.969701999999998,1
6,201,24,0.0010110000000054242,0
6,54,16,0.04502999999999702,1
6,383,24,4.063050000000004,1
6,201,24,0.000893999999988182,0
6,54,16,0.04533800000000099,1
6,383,24,4.159480000000002,1
6,201,24,0.00105100000000391,0
6,54,16,0.045141000000000986,1
6,383,24,4.258122999999998,1
6,201,24,0.00089900000000398,0
6,54,16,0.04517199999999377,1
6,383,24,4.367090000000005,1
6,201,24,0.0009289999999992915,0
6,54,16,0.045249999999995794,1
6,383,24,4.469627000000003,1
6,201,24,0.0009990000000072996,0
6,54,16,0.045038999999988505,1
6,383,24,4.563085000000001,1
6,201,24,0.0008930000000049176,0
6,54,16,0.04539800000000582,1
6,383,24,4.657088999999999,1
6,201,24,0.0009129999999970551,0
6,54,16,0.04506800000000055,1
6,383,24,4.766762,1
6,201,24,0.0009340000000008786,0
6,54,16,0.04487899999999456,1
6,383,24,4.860251000000005,1
6,201,24,0.0009390000000024656,0
6,54,16,0.04506199999998728,1
6,383,24,4.969499000000013,1
6,315,24,0.0008869999999916445,0
6,383,24,0.0006429999999966185,1
6,201,24,0.0005969999999990705,0
6,405,24,0.0004910000000108994,1
6,259,24,6.700000000137152e-05,1
6,60,16,0.000469999999992865,0
6,201,24,0.0004480000000057771,0
6,383,24,0.0005629999999996471,1
6,201,24,0.0016069999999928086,0
6,383,24,0.02546999999999855,1
6,201,24,0.0009330000000034033,0
6,383,24,0.030127000000007342,1
6,201,24,0.0009139999999945303,0
6,54,16,0.04539599999999666,1
6,383,24,0.0013260000000059335,1
6,201,24,0.000870999999989408,0
6,54,16,0.04459500000000105,1
6,383,24,0.00059500000000412,1
6,201,24,0.0008049999999997226,0
6,54,16,0.04548700000000849,1
6,383,24,0.0163519999999977,1
6,201,24,0.0009879999999924394,0
6,54,16,0.04516000000000986,1
6,383,24,0.016496999999986883,1
6,201,24,0.0009090000000071541,0
6,54,16,0.04515499999999406,1
6,383,24,0.03228300000000672,1
6,201,24,0.0010410000000007358,0
6,54,16,0.0448030000000017,1
6,383,24,0.047383999999993875,1
6,201,24,0.0009060000000005175,0
6,54,16,0.045407999999994786,1
6,383,24,0.04771100000000672,1
6,201,24,0.0009330000000034033,0
6,54,16,0.045202000000003295,1
6,383,24,0.9694629999999904,1
6,201,24,0.0008569999999963329,0
6,54,16,0.045313000000007264,1
6,383,24,1.0633760000000052,1
6,201,24,0.0008789999999976317,0
6,54,16,0.045085000000000264,1
6,383,24,1.1568050000000056,1
6,201,24,0.0008430000000032578,0
6,54,16,0.0454639999999813,1
6,383,24,1.2662770000000023,1
6,201,24,0.000981999999993377,0
6,54,16,0.04520300000001498,1
6,383,24,1.3599659999999858,1
6,201,24,0.0008830000000159544,0
6,54,16,0.045403999999990674,1
6,383,24,1.469477000000012,1
6,201,24,0.0008550000000013824,0
6,54,16,0.045277999999996155,1
6,383,24,1.564013999999986,1
6,201,24,0.0009160000000179025,0
6,54,16,0.04453899999998612,1
6,383,24,1.6568980000000124,1
6,201,24,0.0011920000000031905,0
6,54,16,0.04494099999999435,1
6,383,24,1.7662789999999973,1
6,201,24,0.0010350000000016735,0
6,54,16,0.045164999999997235,1
6,383,24,1.8603139999999883,1
6,201,24,0.0009490000000198506,0
6,54,16,0.04499500000000012,1
6,383,24,1.9696739999999977,1
6,315,24,0.0009089999999787324,0
6,383,24,0.0007500000000106866,1
6,201,24,0.0005629999999996471,0
6,405,24,0.0005629999999996471,1
6,339,24,0.00010399999999322063,1
6,60,16,0.00033899999999675856,0
6,201,24,0.00045300000002157503,0
6,383,24,0.00046499999999127795,1
6,315,24,0.0006070000000022446,0
6,383,24,0.0005009999999856518,1
6,201,24,0.0005130000000121981,0
6,405,24,0.00045599999998557905,1
6,275,24,9.40000000184682e-05,1
6,60,16,0.00035700000000815635,0
6,201,24,0.0003419999999891843,0
6,383,24,0.0005130000000121981,1
6,315,24,0.0005259999999793763,0
6,383,24,0.000545000000016671,1
6,201,24,0.0004929999999774282,0
6,405,24,0.0005000000000165983,1
6,259,24,6.600000000389628e-05,1
6,60,16,0.0003240000000062082,0
6,201,24,0.00046699999998622843,0
6,383,24,0.0004519999999956781,1
6,201,24,0.0036159999999938464,0
6,383,24,0.016462000000018406,1
6,201,24,0.0009230000000002292,0
6,383,24,0.03061800000000403,1
6,201,24,0.0008969999999806078,0
6,54,16,0.04508400000000279,1
6,383,24,0.0008970000000090295,1
6,201,24,0.0008279999999842858,0
6,54,16,0.04516700000002061,1
6,383,24,0.0009189999999819065,1
6,201,24,0.0007930000000158088,0
6,54,16,0.045128000000005386,1
6,383,24,0.01647599999998306,1
6,201,24,0.0008899999999982811,0
6,54,16,0.04511999999999716,1
6,383,24,0.01657800000000975,1
6,201,24,0.0010589999999979227,0
6,54,16,0.04493099999999117,1
6,383,24,0.032009000000016385,1
6,201,24,0.0009039999999913562,0
6,54,16,0.04519400000000928,1
6,383,24,0.04757399999999734,1
6,201,24,0.0009090000000071541,0
6,54,16,0.04523299999999608,1
6,383,24,0.047487999999987096,1
6,201,24,0.0009100000000046293,0
6,54,16,0.045352000000008275,1
6,383,24,0.9696549999999888,1
6,201,24,0.001262999999994463,0
6,54,16,0.044679000000002134,1
6,383,24,1.0634150000000204,1
6,201,24,0.0010169999999902757,0
6,54,16,0.04494900000000257,1
6,383,24,1.1571079999999938,1
6,201,24,0.0008320000000026084,0
6,54,16,0.04517699999999536,1
6,383,24,1.266504999999995,1
6,201,24,0.0009110000000021046,0
6,54,16,0.04505499999999074,1
6,383,24,1.3599960000000237,1
6,201,24,0.0009029999999938809,0
6,54,16,0.04537400000000957,1
6,383,24,1.4694199999999853,1
6,201,24,0.001360000000005357,0
6,54,16,0.04488799999998605,1
6,383,24,1.5631910000000175,1
6,201,24,0.0008870000000058553,0
6,54,16,0.04527499999997531,1
6,383,24,1.6568690000000004,1
6,201,24,0.00089900000000398,0
6,54,16,0.04537200000001462,1
6,383,24,1.7663289999999847,1
6,201,24,0.0013670000000161053,0
6,54,16,0.04476199999999153,1
6,383,24,1.8603090000000009,1
6,315,24,0.0009729999999876782,0
6,383,24,0.0005960000000015953,1
6,201,24,0.0005620000000021719,0
6,405,24,0.0005120000000147229,1
6,275,24,6.700000000137152e-05,1
6,60,16,0.0006209999999953197,0
6,201,24,0.00037100000000123146,0
6,383,24,0.00046299999999632746,1
6,201,24,0.0014940000000081,0
6,383,24,0.02535499999999047,1
6,201,24,0.000916999999986956,0
6,383,24,0.03084000000001197,1
6,201,24,0.0008390000000133568,0
6,54,16,0.044973999999996295,1
6,383,24,0.001148000000000593,1
6,201,24,0.001024000000001024,0
6,54,16,0.04456299999998237,1
6,383,24,0.0006220000000212167,1
6,201,24,0.0008369999999899846,0
6,54,16,0.045467000000002145,1
6,383,24,0.016187000000002172,1
6,201,24,0.0008629999999811844,0
6,54,16,0.0453990000000033,1
6,383,24,0.016569000000004053,1
6,201,24,0.0009790000000009513,0
6,54,16,0.044964999999990596,1
6,383,24,0.031922000000008666,1
6,201,24,0.0009340000000008786,0
6,54,16,0.04530500000001325,1
6,383,24,0.047518999999994094,1
6,201,24,0.0009039999999913562,0
6,54,16,0.04526599999999803,1
6,383,24,0.047649000000006936,1
6,201,24,0.0008540000000039072,0
6,54,16,0.04533399999999688,1
6,383,24,0.9694649999999854,1
6,201,24,0.0010180000000161726,0
6,54,16,0.04512299999998959,1
6,383,24,1.0631510000000048,1
6,201,24,0.0009210000000052787,0
6,54,16,0.04524899999998411,1
6,383,24,1.1571340000000134,1
6,201,24,0.0009100000000046293,0
6,54,16,0.045061000000004015,1
6,383,24,1.266334999999998,1
6,201,24,0.0010439999999789507,0
6,54,16,0.04517900000001873,1
6,383,24,1.360008999999991,1
6,201,24,0.0008880000000033306,0
6,54,16,0.045317000000011376,1
6,383,24,1.4695459999999798,1
6,201,24,0.0008860000000083801,0
6,54,16,0.045250000000010004,1
6,383,24,1.5631349999999884,1
6,201,24,0.0008559999999988577,0
6,54,16,0.045357999999993126,1
6,383,24,1.6570540000000165,1
6,315,24,0.0009479999999939537,0
6,383,24,0.0017919999999946867,1
6,201,24,0.0006649999999979173,0
6,383,24,0.00048300000000267573,1
6,201,24,0.0005079999999964002,0
6,405,24,0.0007439999999974134,1
6,499,24,6.700000000137152e-05,1
6,60,16,0.000484000000000151,0
6,201,24,0.0006720000000086657,0
6,383,24,0.009141999999997097,1
6,201,24,0.001105999999992946,0
6,383,24,0.030281000000002223,1
6,201,24,0.000895000000014079,0
6,54,16,0.04515699999998901,1
6,383,24,0.0006050000000072941,1
6,201,24,0.0009100000000046293,0
6,54,16,0.045305999999982305,1
6,383,24,0.000922000000002754,1
6,201,24,0.0007490000000132113,0
6,54,16,0.04522099999999796,1
6,383,24,0.016474999999985585,1
6,201,24,0.0009030000000223026,0
6,54,16,0.045168999999987136,1
6,383,24,0.016445000000004484,1
6,201,24,0.0008729999999843585,0
6,54,16,0.045202000000017506,1
6,383,24,0.03198599999998919,1
6,201,24,0.0008710000000178297,0
6,54,16,0.04522399999999038,1
6,383,24,0.047689999999988686,1
6,201,24,0.0010000000000047748,0
6,54,16,0.04504199999999514,1
6,383,24,0.04752600000000484,1
6,201,24,0.0008349999999950342,0
6,54,16,0.04548700000000849,1
6,383,24,0.9694749999999885,1
6,201,24,0.001025000000026921,0
6,54,16,0.045025999999978694,1
6,383,24,1.0631740000000036,1
6,201,24,0.0008550000000013824,0
6,54,16,0.04542599999999197,1
6,383,24,1.1570920000000058,1
6,201,24,0.0008239999999943848,0
6,54,16,0.04522500000001628,1
6,383,24,1.266142000000002,1
6,201,24,0.0009059999999863066,0
6,54,16,0.0454249999999945,1
6,383,24,1.36006500000002,1
6,201,24,0.0009579999999971278,0
6,54,16,0.0452980000000025,1
6,383,24,1.4692599999999914,1
6,201,24,0.0009430000000065775,0
6,54,16,0.04539599999998245,1
6,383,24,1.563286000000005,1
6,201,24,0.0008820000000184791,0
6,54,16,0.045097999999995864,1
