frame.time_relative,ip.proto,frame.len,tcp.flags,src_ip,dst_ip,c2_label
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,24,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,712,24,1,0,1
0.125843000,6,1514,16,1,0,1
0.125843000,6,1514,24,1,0,1
0.126031000,6,54,16,0,1,1
0.126564000,6,54,16,0,1,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,24,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,16,1,0,1
0.126908000,6,1514,24,1,0,1
0.127101000,6,54,16,0,1,1
0.127215000,6,54,16,0,1,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1514,16,1,0,1
0.130882000,6,1370,24,1,0,1
0.130954000,6,54,16,0,1,1
0.131069000,6,85,25,1,0,1
0.131086000,6,54,16,0,1,1
0.135372000,6,54,17,0,1,1
0.135624000,6,60,16,1,0,1
0.145858000,6,66,2,0,1,1
0.146147000,6,66,18,1,0,1
0.146175000,6,54,16,0,1,1
0.146589000,6,212,24,0,1,1
0.146812000,6,60,16,1,0,1
0.148414000,6,1499,24,1,0,1
0.149359000,6,147,24,0,1,1
0.149842000,6,296,24,1,0,1
0.150704000,6,383,24,0,1,1
0.151356000,6,201,24,1,0,1
0.151961000,6,383,24,0,1,1
0.152458000,6,201,24,1,0,1
0.175320000,6,383,24,0,1,1
0.176165000,6,201,24,1,0,1
0.206752000,6,383,24,0,1,1
0.207624000,6,201,24,1,0,1
0.252766000,6,54,16,0,1,1
0.253720000,6,383,24,0,1,1
0.254596000,6,201,24,1,0,1
0.299652000,6,54,16,0,1,1
0.300726000,6,383,24,0,1,1
0.301622000,6,201,24,1,0,1
0.346522000,6,54,16,0,1,1
0.362713000,6,383,24,0,1,1
0.363614000,6,201,24,1,0,1
0.408997000,6,54,16,0,1,1
0.425538000,6,383,24,0,1,1
0.426506000,6,201,24,1,0,1
0.471509000,6,54,16,0,1,1
0.503371000,6,383,24,0,1,1
0.504438000,6,590,24,1,0,1
0.505059000,6,383,24,0,1,1
0.505604000,6,201,24,1,0,1
0.506120000,6,383,24,0,1,1
0.506762000,6,201,24,1,0,1
0.508349000,6,405,24,0,1,1
0.508411000,6,480,24,0,1,1
0.508672000,6,60,16,1,0,1
0.509299000,6,201,24,1,0,1
0.519049000,6,383,24,0,1,1
0.520002000,6,331,24,1,0,1
0.520870000,6,383,24,0,1,1
0.521709000,6,201,24,1,0,1
0.522302000,6,405,24,0,1,1
0.522367000,6,227,24,0,1,1
0.522939000,6,60,16,1,0,1
0.523285000,6,201,24,1,0,1
0.523760000,6,383,24,0,1,1
0.524272000,6,331,24,1,0,1
0.524773000,6,383,24,0,1,1
0.525308000,6,201,24,1,0,1
0.525794000,6,405,24,0,1,1
0.525857000,6,595,24,0,1,1
0.526111000,6,60,16,1,0,1
0.526747000,6,201,24,1,0,1
0.527226000,6,383,24,0,1,1
0.531223000,6,201,24,1,0,1
0.550397000,6,383,24,0,1,1
0.551240000,6,201,24,1,0,1
0.582113000,6,383,24,0,1,1
0.583009000,6,331,24,1,0,1
0.583627000,6,383,24,0,1,1
0.584263000,6,201,24,1,0,1
0.584770000,6,405,24,0,1,1
0.584828000,6,227,24,0,1,1
0.585337000,6,60,16,1,0,1
0.585583000,6,201,24,1,0,1
0.586048000,6,383,24,0,1,1
0.613922000,6,201,24,1,0,1
0.628536000,6,383,24,0,1,1
0.629664000,6,201,24,1,0,1
0.659581000,6,383,24,0,1,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,24,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,16,1,0,1
0.692806000,6,1514,24,1,0,1
0.692886000,6,54,16,0,1,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,24,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,16,1,0,1
0.693225000,6,1514,24,1,0,1
0.693316000,6,54,16,0,1,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,24,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,16,1,0,1
0.693710000,6,1514,24,1,0,1
0.693840000,6,54,16,0,1,1
0.693933000,6,54,16,0,1,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,24,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1514,24,1,0,1
0.694272000,6,1514,16,1,0,1
0.694272000,6,1252,24,1,0,1
0.694401000,6,54,16,0,1,1
0.694487000,6,54,16,0,1,1
0.698747000,6,54,16,0,1,1
0.723496000,6,383,24,0,1,1
0.724478000,6,201,24,1,0,1
0.725092000,6,406,24,0,1,1
0.725217000,6,1571,24,0,1,1
0.725652000,6,60,16,1,0,1
0.726537000,6,201,24,1,0,1
0.727691000,6,383,24,0,1,1
0.732086000,6,201,24,1,0,1
0.753672000,6,383,24,0,1,1
0.754606000,6,315,24,1,0,1
0.756307000,6,383,24,0,1,1
0.757169000,6,201,24,1,0,1
0.757674000,6,405,24,0,1,1
0.757743000,6,275,24,0,1,1
0.758249000,6,60,16,1,0,1
0.758503000,6,201,24,1,0,1
0.758964000,6,383,24,0,1,1
0.759421000,6,315,24,1,0,1
0.759955000,6,383,24,0,1,1
0.760404000,6,201,24,1,0,1
0.760882000,6,405,24,0,1,1
0.760955000,6,259,24,0,1,1
0.761454000,6,60,16,1,0,1
0.761705000,6,201,24,1,0,1
0.762157000,6,383,24,0,1,1
0.762673000,6,315,24,1,0,1
0.763221000,6,383,24,0,1,1
0.763833000,6,201,24,1,0,1
0.764331000,6,383,24,0,1,1
0.764843000,6,201,24,1,0,1
0.765395000,6,405,24,0,1,1
0.765495000,6,339,24,0,1,1
0.765976000,6,60,16,1,0,1
0.766302000,6,201,24,1,0,1
0.785122000,6,383,24,0,1,1
0.786062000,6,315,24,1,0,1
0.786685000,6,383,24,0,1,1
0.787438000,6,201,24,1,0,1
0.787883000,6,383,24,0,1,1
0.788515000,6,201,24,1,0,1
0.791062000,6,405,24,0,1,1
0.791136000,6,499,24,0,1,1
0.791650000,6,60,16,1,0,1
0.792071000,6,201,24,1,0,1
0.800013000,6,383,24,0,1,1
0.800566000,6,315,24,1,0,1
0.801106000,6,383,24,0,1,1
0.801621000,6,201,24,1,0,1
0.802109000,6,406,24,0,1,1
0.802225000,6,1155,24,0,1,1
0.802684000,6,60,16,1,0,1
0.803979000,6,201,24,1,0,1
0.804488000,6,383,24,0,1,1
0.811945000,6,331,24,1,0,1
0.812856000,6,383,24,0,1,1
0.813615000,6,201,24,1,0,1
0.814158000,6,405,24,0,1,1
0.814251000,6,227,24,0,1,1
0.814941000,6,60,16,1,0,1
0.815569000,6,201,24,1,0,1
0.816693000,6,383,24,0,1,1
0.827462000,6,201,24,1,0,1
0.847369000,6,383,24,0,1,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,407,24,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,24,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,24,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,16,1,0,1
0.870031000,6,1514,24,1,0,1
0.870196000,6,54,16,0,1,1
0.870297000,6,54,16,0,1,1
0.870386000,6,1514,16,1,0,1
0.870386000,6,1514,24,1,0,1
0.870404000,6,54,16,0,1,1
0.870629000,6,744,24,1,0,1
0.870640000,6,54,16,0,1,1
0.871514000,6,383,24,0,1,1
0.872068000,6,201,24,1,0,1
0.872485000,6,383,24,0,1,1
0.872972000,6,201,24,1,0,1
0.874170000,6,405,24,0,1,1
0.874230000,6,307,24,0,1,1
0.874734000,6,60,16,1,0,1
0.875038000,6,201,24,1,0,1
0.894356000,6,383,24,0,1,1
0.895500000,6,201,24,1,0,1
0.925474000,6,383,24,0,1,1
0.926510000,6,201,24,1,0,1
0.971502000,6,54,16,0,1,1
0.972675000,6,383,24,0,1,1
0.973650000,6,201,24,1,0,1
1.018402000,6,54,16,0,1,1
1.019142000,6,383,24,0,1,1
1.020482000,6,201,24,1,0,1
1.065243000,6,54,16,0,1,1
1.082015000,6,383,24,0,1,1
1.083300000,6,201,24,1,0,1
1.127895000,6,54,16,0,1,1
1.162325000,6,383,24,0,1,1
1.163412000,6,201,24,1,0,1
1.205985000,6,54,16,0,1,1
1.239816000,6,383,24,0,1,1
1.240856000,6,201,24,1,0,1
1.283983000,6,54,16,0,1,1
1.332991000,6,383,24,0,1,1
1.333916000,6,201,24,1,0,1
1.377751000,6,54,16,0,1,1
1.425860000,6,383,24,0,1,1
1.426942000,6,201,24,1,0,1
1.471502000,6,54,16,0,1,1
2.440952000,6,383,24,0,1,1
2.441891000,6,201,24,1,0,1
2.487194000,6,54,16,0,1,1
3.550288000,6,383,24,0,1,1
3.551359000,6,201,24,1,0,1
3.596556000,6,54,16,0,1,1
4.754990000,6,383,24,0,1,1
4.755857000,6,201,24,1,0,1
4.799678000,6,54,16,0,1,1
6.065946000,6,383,24,0,1,1
6.066919000,6,201,24,1,0,1
6.112112000,6,54,16,0,1,1
7.472505000,6,383,24,0,1,1
7.473417000,6,201,24,1,0,1
7.518379000,6,54,16,0,1,1
8.987725000,6,383,24,0,1,1
8.988618000,6,201,24,1,0,1
9.034001000,6,54,16,0,1,1
10.597486000,6,383,24,0,1,1
10.598416000,6,201,24,1,0,1
10.643394000,6,54,16,0,1,1
12.313603000,6,383,24,0,1,1
12.314633000,6,201,24,1,0,1
12.359845000,6,54,16,0,1,1
14.126224000,6,383,24,0,1,1
14.127364000,6,201,24,1,0,1
14.172314000,6,54,16,0,1,1
16.032527000,6,383,24,0,1,1
16.033499000,6,201,24,1,0,1
16.078551000,6,54,16,0,1,1
18.047950000,6,383,24,0,1,1
18.048819000,6,201,24,1,0,1
18.094176000,6,54,16,0,1,1
20.157496000,6,383,24,0,1,1
20.158525000,6,201,24,1,0,1
20.203574000,6,54,16,0,1,1
22.360683000,6,383,24,0,1,1
22.361599000,6,201,24,1,0,1
22.406672000,6,54,16,0,1,1
24.673144000,6,383,24,0,1,1
24.674040000,6,201,24,1,0,1
24.719245000,6,54,16,0,1,1
27.079235000,6,383,24,0,1,1
27.080126000,6,201,24,1,0,1
27.125469000,6,54,16,0,1,1
29.595049000,6,383,24,0,1,1
29.596083000,6,201,24,1,0,1
29.641041000,6,54,16,0,1,1
32.204838000,6,383,24,0,1,1
32.205865000,6,201,24,1,0,1
32.250407000,6,54,16,0,1,1
34.907572000,6,383,24,0,1,1
34.908394000,6,201,24,1,0,1
34.953567000,6,54,16,0,1,1
37.720293000,6,383,24,0,1,1
37.721342000,6,201,24,1,0,1
37.766062000,6,54,16,0,1,1
40.626100000,6,383,24,0,1,1
40.627004000,6,201,24,1,0,1
40.672298000,6,54,16,0,1,1
43.641765000,6,383,24,0,1,1
43.642690000,6,201,24,1,0,1
43.688080000,6,54,16,0,1,1
46.751065000,6,383,24,0,1,1
46.751955000,6,201,24,1,0,1
46.797287000,6,54,16,0,1,1
49.954290000,6,383,24,0,1,1
49.955152000,6,201,24,1,0,1
50.000458000,6,54,16,0,1,1
53.266860000,6,383,24,0,1,1
53.267756000,6,201,24,1,0,1
53.313037000,6,54,16,0,1,1
56.673308000,6,383,24,0,1,1
56.674150000,6,201,24,1,0,1
56.719208000,6,54,16,0,1,1
60.188695000,6,383,24,0,1,1
60.189607000,6,201,24,1,0,1
60.234800000,6,54,16,0,1,1
63.812623000,6,383,24,0,1,1
63.813532000,6,201,24,1,0,1
63.858753000,6,54,16,0,1,1
67.515628000,6,383,24,0,1,1
67.517654000,6,201,24,1,0,1
67.561823000,6,54,16,0,1,1
71.328189000,6,383,24,0,1,1
71.329099000,6,201,24,1,0,1
71.374343000,6,54,16,0,1,1
75.234564000,6,383,24,0,1,1
75.235623000,6,201,24,1,0,1
75.280563000,6,54,16,0,1,1
79.250265000,6,383,24,0,1,1
79.251276000,6,201,24,1,0,1
79.296306000,6,54,16,0,1,1
83.359356000,6,383,24,0,1,1
83.360250000,6,201,24,1,0,1
83.405588000,6,54,16,0,1,1
87.565068000,6,383,24,0,1,1
87.566119000,6,201,24,1,0,1
87.611260000,6,54,16,0,1,1
91.869383000,6,383,24,0,1,1
91.870282000,6,201,24,1,0,1
91.915454000,6,54,16,0,1,1
96.282544000,6,383,24,0,1,1
96.283473000,6,201,24,1,0,1
96.328723000,6,54,16,0,1,1
100.798350000,6,383,24,0,1,1
100.799349000,6,201,24,1,0,1
100.844388000,6,54,16,0,1,1
105.407473000,6,383,24,0,1,1
105.408366000,6,201,24,1,0,1
105.453764000,6,54,16,0,1,1
110.110853000,6,383,24,0,1,1
110.111766000,6,201,24,1,0,1
110.156834000,6,54,16,0,1,1
114.923596000,6,383,24,0,1,1
114.924530000,6,201,24,1,0,1
114.969409000,6,54,16,0,1,1
119.829660000,6,383,24,0,1,1
119.830599000,6,201,24,1,0,1
119.875661000,6,54,16,0,1,1
124.845160000,6,383,24,0,1,1
124.846047000,6,315,24,1,0,1
124.846690000,6,383,24,0,1,1
124.847287000,6,201,24,1,0,1
124.847778000,6,405,24,0,1,1
124.847845000,6,259,24,0,1,1
124.848315000,6,60,16,1,0,1
124.848763000,6,201,24,1,0,1
124.849326000,6,383,24,0,1,1
124.850933000,6,201,24,1,0,1
124.876403000,6,383,24,0,1,1
124.877336000,6,201,24,1,0,1
124.907463000,6,383,24,0,1,1
124.908377000,6,201,24,1,0,1
124.953773000,6,54,16,0,1,1
124.955099000,6,383,24,0,1,1
124.955970000,6,201,24,1,0,1
125.000565000,6,54,16,0,1,1
125.001160000,6,383,24,0,1,1
125.001965000,6,201,24,1,0,1
125.047452000,6,54,16,0,1,1
125.063804000,6,383,24,0,1,1
125.064792000,6,201,24,1,0,1
125.109952000,6,54,16,0,1,1
125.126449000,6,383,24,0,1,1
125.127358000,6,201,24,1,0,1
125.172513000,6,54,16,0,1,1
125.204796000,6,383,24,0,1,1
125.205837000,6,201,24,1,0,1
125.250640000,6,54,16,0,1,1
125.298024000,6,383,24,0,1,1
125.298930000,6,201,24,1,0,1
125.344338000,6,54,16,0,1,1
125.392049000,6,383,24,0,1,1
125.392982000,6,201,24,1,0,1
125.438184000,6,54,16,0,1,1
126.407647000,6,383,24,0,1,1
126.408504000,6,201,24,1,0,1
126.453817000,6,54,16,0,1,1
127.517193000,6,383,24,0,1,1
127.518072000,6,201,24,1,0,1
127.563157000,6,54,16,0,1,1
128.719962000,6,383,24,0,1,1
128.720805000,6,201,24,1,0,1
128.766269000,6,54,16,0,1,1
130.032546000,6,383,24,0,1,1
130.033528000,6,201,24,1,0,1
130.078731000,6,54,16,0,1,1
131.438697000,6,383,24,0,1,1
131.439580000,6,201,24,1,0,1
131.484984000,6,54,16,0,1,1
132.954461000,6,383,24,0,1,1
132.955316000,6,201,24,1,0,1
133.000594000,6,54,16,0,1,1
134.564608000,6,383,24,0,1,1
134.565524000,6,201,24,1,0,1
134.610063000,6,54,16,0,1,1
136.266961000,6,383,24,0,1,1
136.268153000,6,201,24,1,0,1
136.313094000,6,54,16,0,1,1
138.079373000,6,383,24,0,1,1
138.080408000,6,201,24,1,0,1
138.125573000,6,54,16,0,1,1
139.985887000,6,383,24,0,1,1
139.986836000,6,201,24,1,0,1
140.031831000,6,54,16,0,1,1
142.001505000,6,383,24,0,1,1
142.002414000,6,315,24,1,0,1
142.003164000,6,383,24,0,1,1
142.003727000,6,201,24,1,0,1
142.004290000,6,405,24,0,1,1
142.004394000,6,339,24,0,1,1
142.004733000,6,60,16,1,0,1
142.005186000,6,201,24,1,0,1
142.005651000,6,383,24,0,1,1
142.006258000,6,315,24,1,0,1
142.006759000,6,383,24,0,1,1
142.007272000,6,201,24,1,0,1
142.007728000,6,405,24,0,1,1
142.007822000,6,275,24,0,1,1
142.008179000,6,60,16,1,0,1
142.008521000,6,201,24,1,0,1
142.009034000,6,383,24,0,1,1
142.009560000,6,315,24,1,0,1
142.010105000,6,383,24,0,1,1
142.010598000,6,201,24,1,0,1
142.011098000,6,405,24,0,1,1
142.011164000,6,259,24,0,1,1
142.011488000,6,60,16,1,0,1
142.011955000,6,201,24,1,0,1
142.012407000,6,383,24,0,1,1
142.016023000,6,201,24,1,0,1
142.032485000,6,383,24,0,1,1
142.033408000,6,201,24,1,0,1
142.064026000,6,383,24,0,1,1
142.064923000,6,201,24,1,0,1
142.110007000,6,54,16,0,1,1
142.110904000,6,383,24,0,1,1
142.111732000,6,201,24,1,0,1
142.156899000,6,54,16,0,1,1
142.157818000,6,383,24,0,1,1
142.158611000,6,201,24,1,0,1
142.203739000,6,54,16,0,1,1
142.220215000,6,383,24,0,1,1
142.221105000,6,201,24,1,0,1
142.266225000,6,54,16,0,1,1
142.282803000,6,383,24,0,1,1
142.283862000,6,201,24,1,0,1
142.328793000,6,54,16,0,1,1
142.360802000,6,383,24,0,1,1
142.361706000,6,201,24,1,0,1
142.406900000,6,54,16,0,1,1
142.454474000,6,383,24,0,1,1
142.455383000,6,201,24,1,0,1
142.500616000,6,54,16,0,1,1
142.548104000,6,383,24,0,1,1
142.549014000,6,201,24,1,0,1
142.594366000,6,54,16,0,1,1
143.564021000,6,383,24,0,1,1
143.565284000,6,201,24,1,0,1
143.609963000,6,54,16,0,1,1
144.673378000,6,383,24,0,1,1
144.674395000,6,201,24,1,0,1
144.719344000,6,54,16,0,1,1
145.876452000,6,383,24,0,1,1
145.877284000,6,201,24,1,0,1
145.922461000,6,54,16,0,1,1
147.188966000,6,383,24,0,1,1
147.189877000,6,201,24,1,0,1
147.234932000,6,54,16,0,1,1
148.594928000,6,383,24,0,1,1
148.595831000,6,201,24,1,0,1
148.641205000,6,54,16,0,1,1
150.110625000,6,383,24,0,1,1
150.111985000,6,201,24,1,0,1
150.156873000,6,54,16,0,1,1
151.720064000,6,383,24,0,1,1
151.720951000,6,201,24,1,0,1
151.766226000,6,54,16,0,1,1
153.423095000,6,383,24,0,1,1
153.423994000,6,201,24,1,0,1
153.469366000,6,54,16,0,1,1
155.235695000,6,383,24,0,1,1
155.237062000,6,201,24,1,0,1
155.281824000,6,54,16,0,1,1
157.142133000,6,383,24,0,1,1
157.143106000,6,315,24,1,0,1
157.143702000,6,383,24,0,1,1
